"TOON","LEVEL","GEARSLOT1","GEARSLOT2","GEARSLOT3","GEARSLOT4","GEARSLOT5","GEARSLOT6"
"ig-88","6","mk-2-sienar-holo-projector","mk-4-nubian-security-scanner","mk-2-merr-sonn-shield-generator","mk-2-czerka-stun-cuffs","mk-7-blastech-weapon-mod","mk-7-neuro-saav-electrobinoculars"
"ig-88","7","mk-8-fabritech-data-pad","mk-4-nubian-security-scanner","mk-3-sienar-holo-projector","mk-3-chedak-comlink","mk-4-arakyd-droid-caller","mk-5-sorosuub-keypad"
"ig-88","8","mk-5-cec-fusion-furnace","mk-4-arakyd-droid-caller","mk-4-nubian-design-tech","mk-4-chiewab-hypo-syringe","mk-8-blastech-weapon-mod","mk-6-biotech-implant"
"ig-88","9","mk-5-cec-fusion-furnace","mk-4-athakam-medpac","mk-4-sorosuub-keypad","mk-2-czerka-stun-cuffs","mk-8-taggeco-holo-lens","mk-4-akt-stun-gun"
"ig-88","10","mk-4-athakam-medpac","mk-6-chiewab-hypo-syringe","mk-8-fabritech-data-pad","mk-6-nubian-design-tech","mk-8-taggeco-holo-lens","mk-8-biotech-implant"
"ig-88","11","mk-7-merr-sonn-shield-generator","mk-8-biotech-implant","mk-8-biotech-implant","mk-5-athakam-medpac","mk-6-merr-sonn-thermal-detonator","unknown-gear"
"ima-gun-di","1","mk-1-neuro-saav-electrobinoculars","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-arakyd-droid-caller","mk-1-akt-stun-gun","mk-1-baw-armor-mod"
"ima-gun-di","2","mk-1-chiewab-hypo-syringe","mk-2-arakyd-droid-caller","mk-2-fabritech-data-pad","mk-3-taggeco-holo-lens","mk-1-sienar-holo-projector","mk-2-loronar-power-cell"
"ima-gun-di","3","mk-4-taggeco-holo-lens","mk-4-baw-armor-mod","mk-5-neuro-saav-electrobinoculars","mk-2-blastech-weapon-mod","mk-2-arakyd-droid-caller","mk-2-chedak-comlink"
"ima-gun-di","4","mk-4-nubian-security-scanner","mk-4-fabritech-data-pad","mk-2-chiewab-hypo-syringe","mk-3-sorosuub-keypad","mk-3-merr-sonn-shield-generator","mk-3-fabritech-data-pad"
"ima-gun-di","5","mk-1-zaltin-bacta-gel","mk-5-neuro-saav-electrobinoculars","mk-3-merr-sonn-thermal-detonator","mk-6-taggeco-holo-lens","mk-4-nubian-design-tech","mk-6-loronar-power-cell"
"ima-gun-di","6","mk-4-arakyd-droid-caller","mk-7-baw-armor-mod","mk-4-merr-sonn-thermal-detonator","mk-5-neuro-saav-electrobinoculars","mk-5-nubian-security-scanner","mk-4-sorosuub-keypad"
"ima-gun-di","7","mk-3-chedak-comlink","mk-8-taggeco-holo-lens","mk-6-baw-armor-mod","mk-7-loronar-power-cell","mk-7-blastech-weapon-mod","mk-7-fabritech-data-pad"
"ima-gun-di","8","mk-3-czerka-stun-cuffs","mk-6-merr-sonn-shield-generator","mk-5-sorosuub-keypad","mk-4-merr-sonn-thermal-detonator","mk-2-czerka-stun-cuffs","mk-7-baw-armor-mod"
"ima-gun-di","9","mk-3-chedak-comlink","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-5-akt-stun-gun","mk-7-nubian-security-scanner","mk-5-merr-sonn-thermal-detonator"
"ima-gun-di","10","mk-6-merr-sonn-thermal-detonator","mk-5-akt-stun-gun","mk-9-blastech-weapon-mod","mk-7-taggeco-holo-lens","mk-8-biotech-implant","mk-4-sorosuub-keypad"
"ima-gun-di","11","unknown-gear","mk-8-biotech-implant","mk-5-athakam-medpac","mk-9-fabritech-data-pad","mk-7-merr-sonn-shield-generator","mk-11-blastech-weapon-mod"
"imperial-super-commando","1","mk-1-blastech-weapon-mod","mk-1-nubian-security-scanner","mk-1-cec-fusion-furnace","mk-1-akt-stun-gun","mk-1-neuro-saav-electrobinoculars","mk-1-fabritech-data-pad"
"imperial-super-commando","2","mk-1-sienar-holo-projector","mk-3-baw-armor-mod","mk-2-sorosuub-keypad","mk-3-taggeco-holo-lens","mk-1-chiewab-hypo-syringe","mk-2-loronar-power-cell"
"imperial-super-commando","3","mk-4-fabritech-data-pad","mk-6-blastech-weapon-mod","mk-3-loronar-power-cell","mk-4-neuro-saav-electrobinoculars","mk-3-biotech-implant","mk-2-taggeco-holo-lens"
"imperial-super-commando","4","mk-4-nubian-security-scanner","mk-6-baw-armor-mod","mk-6-fabritech-data-pad","mk-5-biotech-implant","mk-4-baw-armor-mod","mk-2-cec-fusion-furnace"
"imperial-super-commando","5","mk-4-merr-sonn-thermal-detonator","mk-4-nubian-security-scanner","mk-2-athakam-medpac","mk-3-chiewab-hypo-syringe","mk-6-fabritech-data-pad","mk-2-merr-sonn-shield-generator"
"imperial-super-commando","6","mk-8-blastech-weapon-mod","mk-4-arakyd-droid-caller","mk-5-sorosuub-keypad","mk-4-sorosuub-keypad","mk-2-czerka-stun-cuffs","mk-7-fabritech-data-pad"
"imperial-super-commando","7","mk-6-chiewab-hypo-syringe","mk-8-taggeco-holo-lens","mk-5-chiewab-hypo-syringe","mk-8-blastech-weapon-mod","mk-4-arakyd-droid-caller","mk-4-sorosuub-keypad"
"imperial-super-commando","8","mk-5-cec-fusion-furnace","mk-3-czerka-stun-cuffs","mk-4-sorosuub-keypad","mk-3-carbanti-sensor-array","mk-5-akt-stun-gun","mk-6-neuro-saav-electrobinoculars"
"imperial-super-commando","9","mk-9-blastech-weapon-mod","mk-7-nubian-security-scanner","mk-7-biotech-implant","mk-3-czerka-stun-cuffs","mk-6-chiewab-hypo-syringe","mk-5-sorosuub-keypad"
"imperial-super-commando","10","mk-4-sienar-holo-projector","mk-9-fabritech-data-pad","mk-5-akt-stun-gun","mk-8-taggeco-holo-lens","mk-10-taggeco-holo-lens","mk-6-merr-sonn-shield-generator"
"imperial-super-commando","11","mk-5-akt-stun-gun","mk-6-merr-sonn-thermal-detonator","unknown-gear","mk-6-merr-sonn-thermal-detonator","mk-6-merr-sonn-shield-generator","unknown-gear"
"jawa-engineer","1","mk-1-baw-armor-mod","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-cec-fusion-furnace","mk-1-neuro-saav-electrobinoculars","mk-1-taggeco-holo-lens"
"jawa-engineer","2","mk-2-biotech-implant","mk-1-merr-sonn-shield-generator","mk-1-neuro-saav-electrobinoculars","mk-2-baw-armor-mod","mk-2-neuro-saav-electrobinoculars","mk-3-blastech-weapon-mod"
"jawa-engineer","3","mk-5-baw-armor-mod","mk-4-biotech-implant","mk-3-nubian-security-scanner","mk-3-fabritech-data-pad","mk-5-neuro-saav-electrobinoculars","mk-2-chiewab-hypo-syringe"
"jawa-engineer","4","mk-3-nubian-design-tech","mk-3-merr-sonn-thermal-detonator","mk-1-athakam-medpac","mk-2-chedak-comlink","mk-7-blastech-weapon-mod","mk-5-loronar-power-cell"
"jawa-engineer","5","mk-2-carbanti-sensor-array","mk-2-czerka-stun-cuffs","mk-3-chiewab-hypo-syringe","mk-7-fabritech-data-pad","mk-2-sienar-holo-projector","mk-3-biotech-implant"
"jawa-engineer","6","mk-5-nubian-design-tech","mk-7-loronar-power-cell","mk-5-biotech-implant","mk-7-blastech-weapon-mod","mk-4-arakyd-droid-caller","mk-1-chedak-comlink"
"jawa-engineer","7","mk-3-athakam-medpac","mk-8-taggeco-holo-lens","mk-4-akt-stun-gun","mk-4-sorosuub-keypad","mk-4-merr-sonn-thermal-detonator","mk-5-merr-sonn-shield-generator"
"jawa-engineer","8","mk-7-biotech-implant","mk-4-arakyd-droid-caller","mk-7-fabritech-data-pad","mk-6-nubian-security-scanner","mk-7-neuro-saav-electrobinoculars","mk-3-sienar-holo-projector"
"jawa-engineer","9","mk-4-arakyd-droid-caller","mk-2-zaltin-bacta-gel","mk-3-czerka-stun-cuffs","mk-3-czerka-stun-cuffs","mk-5-arakyd-droid-caller","mk-6-nubian-design-tech"
"jawa-engineer","10","mk-2-zaltin-bacta-gel","mk-8-taggeco-holo-lens","mk-6-cec-fusion-furnace","mk-5-athakam-medpac","mk-7-biotech-implant","mk-3-czerka-stun-cuffs"
"jawa-engineer","11","mk-7-merr-sonn-shield-generator","mk-8-biotech-implant","mk-10-neuro-saav-electrobinoculars","mk-8-neuro-saav-electrobinoculars","mk-4-sienar-holo-projector","unknown-gear"
"jawa-scavenger","1","mk-1-akt-stun-gun","mk-1-akt-stun-gun","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-neuro-saav-electrobinoculars","mk-1-neuro-saav-electrobinoculars"
"jawa-scavenger","2","mk-3-baw-armor-mod","mk-1-merr-sonn-shield-generator","mk-2-nubian-security-scanner","mk-1-czerka-stun-cuffs","mk-3-loronar-power-cell","mk-3-baw-armor-mod"
"jawa-scavenger","3","mk-3-biotech-implant","mk-4-biotech-implant","mk-1-sienar-holo-projector","mk-2-merr-sonn-thermal-detonator","mk-6-fabritech-data-pad","mk-5-blastech-weapon-mod"
"jawa-scavenger","4","mk-2-merr-sonn-shield-generator","mk-5-loronar-power-cell","mk-6-blastech-weapon-mod","mk-3-chiewab-hypo-syringe","mk-6-baw-armor-mod","mk-3-nubian-design-tech"
"jawa-scavenger","5","mk-5-loronar-power-cell","mk-7-blastech-weapon-mod","mk-6-fabritech-data-pad","mk-4-chiewab-hypo-syringe","mk-3-nubian-design-tech","mk-1-zaltin-bacta-gel"
"jawa-scavenger","6","mk-3-chiewab-hypo-syringe","mk-2-merr-sonn-shield-generator","mk-2-carbanti-sensor-array","mk-1-zaltin-bacta-gel","mk-4-akt-stun-gun","mk-4-cec-fusion-furnace"
"jawa-scavenger","7","mk-3-sienar-holo-projector","mk-3-biotech-implant","mk-6-biotech-implant","mk-8-fabritech-data-pad","mk-8-taggeco-holo-lens","mk-3-chedak-comlink"
"jawa-scavenger","8","mk-3-sienar-holo-projector","mk-2-merr-sonn-shield-generator","mk-6-nubian-security-scanner","mk-3-athakam-medpac","mk-3-czerka-stun-cuffs","mk-5-arakyd-droid-caller"
"jawa-scavenger","9","mk-4-arakyd-droid-caller","mk-3-czerka-stun-cuffs","mk-3-czerka-stun-cuffs","mk-7-biotech-implant","mk-7-nubian-security-scanner","mk-6-nubian-design-tech"
"jawa-scavenger","10","mk-7-merr-sonn-shield-generator","mk-3-czerka-stun-cuffs","mk-10-taggeco-holo-lens","mk-10-taggeco-holo-lens","mk-5-athakam-medpac","mk-3-zaltin-bacta-gel"
"jawa-scavenger","11","mk-9-neuro-saav-electrobinoculars","mk-10-neuro-saav-electrobinoculars","mk-3-zaltin-bacta-gel","unknown-gear","unknown-gear","unknown-gear"
"jawa","1","mk-1-baw-armor-mod","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-cec-fusion-furnace","mk-1-neuro-saav-electrobinoculars","mk-1-taggeco-holo-lens"
"jawa","2","mk-2-biotech-implant","mk-1-merr-sonn-shield-generator","mk-1-neuro-saav-electrobinoculars","mk-2-baw-armor-mod","mk-2-neuro-saav-electrobinoculars","mk-3-blastech-weapon-mod"
"jawa","3","mk-5-baw-armor-mod","mk-4-biotech-implant","mk-3-nubian-security-scanner","mk-3-fabritech-data-pad","mk-5-neuro-saav-electrobinoculars","mk-2-chiewab-hypo-syringe"
"jawa","4","mk-3-nubian-design-tech","mk-3-merr-sonn-thermal-detonator","mk-1-athakam-medpac","mk-2-chedak-comlink","mk-7-blastech-weapon-mod","mk-5-loronar-power-cell"
"jawa","5","mk-2-carbanti-sensor-array","mk-2-czerka-stun-cuffs","mk-3-chiewab-hypo-syringe","mk-7-fabritech-data-pad","mk-2-sienar-holo-projector","mk-3-biotech-implant"
"jawa","6","mk-5-nubian-design-tech","mk-7-loronar-power-cell","mk-5-biotech-implant","mk-7-blastech-weapon-mod","mk-4-arakyd-droid-caller","mk-1-chedak-comlink"
"jawa","7","mk-3-athakam-medpac","mk-8-taggeco-holo-lens","mk-4-akt-stun-gun","mk-4-sorosuub-keypad","mk-4-merr-sonn-thermal-detonator","mk-5-merr-sonn-shield-generator"
"jawa","8","mk-7-biotech-implant","mk-4-arakyd-droid-caller","mk-7-fabritech-data-pad","mk-6-nubian-security-scanner","mk-7-neuro-saav-electrobinoculars","mk-3-sienar-holo-projector"
"jawa","9","mk-4-arakyd-droid-caller","mk-2-zaltin-bacta-gel","mk-3-czerka-stun-cuffs","mk-3-czerka-stun-cuffs","mk-5-arakyd-droid-caller","mk-6-nubian-design-tech"
"jawa","10","mk-2-zaltin-bacta-gel","mk-8-taggeco-holo-lens","mk-6-cec-fusion-furnace","mk-8-biotech-implant","mk-7-biotech-implant","mk-3-czerka-stun-cuffs"
"jawa","11","mk-7-merr-sonn-shield-generator","mk-8-biotech-implant","mk-10-neuro-saav-electrobinoculars","mk-8-neuro-saav-electrobinoculars","mk-4-sienar-holo-projector","unknown-gear"
"jedi-consular","1","mk-1-baw-armor-mod","mk-1-taggeco-holo-lens","mk-1-blastech-weapon-mod","mk-1-neuro-saav-electrobinoculars","mk-1-loronar-power-cell","mk-1-fabritech-data-pad"
"jedi-consular","2","mk-2-neuro-saav-electrobinoculars","mk-2-fabritech-data-pad","mk-1-merr-sonn-shield-generator","mk-1-biotech-implant","mk-2-baw-armor-mod","mk-2-loronar-power-cell"
"jedi-consular","3","mk-4-neuro-saav-electrobinoculars","mk-4-merr-sonn-shield-generator","mk-5-loronar-power-cell","mk-2-blastech-weapon-mod","mk-4-blastech-weapon-mod","mk-3-blastech-weapon-mod"
"jedi-consular","4","mk-4-neuro-saav-electrobinoculars","mk-3-chiewab-hypo-syringe","mk-3-biotech-implant","mk-4-loronar-power-cell","mk-6-blastech-weapon-mod","mk-6-baw-armor-mod"
"jedi-consular","5","mk-3-merr-sonn-thermal-detonator","mk-2-chedak-comlink","mk-4-taggeco-holo-lens","mk-7-baw-armor-mod","mk-4-chiewab-hypo-syringe","mk-3-merr-sonn-shield-generator"
"jedi-consular","6","mk-5-merr-sonn-shield-generator","mk-7-blastech-weapon-mod","mk-7-fabritech-data-pad","mk-2-carbanti-sensor-array","mk-6-loronar-power-cell","mk-5-blastech-weapon-mod"
"jedi-consular","7","mk-4-blastech-weapon-mod","mk-6-biotech-implant","mk-7-neuro-saav-electrobinoculars","mk-4-merr-sonn-thermal-detonator","mk-6-loronar-power-cell","mk-1-carbanti-sensor-array"
"jedi-consular","8","mk-5-cec-fusion-furnace","mk-4-arakyd-droid-caller","mk-2-athakam-medpac","mk-4-loronar-power-cell","mk-2-chedak-comlink","mk-2-akt-stun-gun"
"jedi-consular","9","mk-5-cec-fusion-furnace","mk-4-chedak-comlink","mk-4-fabritech-data-pad","mk-2-sienar-holo-projector","mk-1-athakam-medpac","mk-1-carbanti-sensor-array"
"jedi-consular","10","mk-6-cec-fusion-furnace","mk-3-athakam-medpac","mk-10-taggeco-holo-lens","mk-10-taggeco-holo-lens","mk-5-arakyd-droid-caller","mk-5-nubian-design-tech"
"jedi-consular","11","mk-7-merr-sonn-shield-generator","mk-10-taggeco-holo-lens","mk-8-biotech-implant","mk-8-biotech-implant","mk-4-sienar-holo-projector","unknown-gear"
"jedi-knight-anakin","1","mk-1-taggeco-holo-lens","mk-1-taggeco-holo-lens","mk-1-nubian-security-scanner","mk-1-loronar-power-cell","mk-1-neuro-saav-electrobinoculars","mk-1-cec-fusion-furnace"
"jedi-knight-anakin","2","mk-1-neuro-saav-electrobinoculars","mk-1-neuro-saav-electrobinoculars","mk-1-chiewab-hypo-syringe","mk-2-neuro-saav-electrobinoculars","mk-2-arakyd-droid-caller","mk-1-sienar-holo-projector"
"jedi-knight-anakin","3","mk-2-sorosuub-keypad","mk-4-blastech-weapon-mod","mk-3-nubian-security-scanner","mk-4-loronar-power-cell","mk-1-chedak-comlink","mk-6-fabritech-data-pad"
"jedi-knight-anakin","4","mk-2-merr-sonn-thermal-detonator","mk-5-biotech-implant","mk-2-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe","mk-6-baw-armor-mod","mk-4-nubian-security-scanner"
"jedi-knight-anakin","5","mk-3-nubian-security-scanner","mk-4-loronar-power-cell","mk-6-blastech-weapon-mod","mk-6-baw-armor-mod","mk-4-chiewab-hypo-syringe","mk-4-merr-sonn-thermal-detonator"
"jedi-knight-anakin","6","mk-4-fabritech-data-pad","mk-7-blastech-weapon-mod","mk-3-sienar-holo-projector","mk-3-sienar-holo-projector","mk-5-nubian-security-scanner","mk-5-nubian-design-tech"
"jedi-knight-anakin","7","mk-4-nubian-design-tech","mk-7-fabritech-data-pad","mk-1-zaltin-bacta-gel","mk-3-sienar-holo-projector","mk-4-sorosuub-keypad","mk-6-merr-sonn-shield-generator"
"jedi-knight-anakin","8","mk-4-nubian-security-scanner","mk-5-chiewab-hypo-syringe","mk-8-taggeco-holo-lens","mk-6-chiewab-hypo-syringe","mk-3-czerka-stun-cuffs","mk-5-cec-fusion-furnace"
"jedi-knight-anakin","9","mk-7-loronar-power-cell","mk-4-sorosuub-keypad","mk-7-taggeco-holo-lens","mk-3-carbanti-sensor-array","mk-9-blastech-weapon-mod","mk-4-chedak-comlink"
"jedi-knight-anakin","10","mk-4-chedak-comlink","mk-5-cec-fusion-furnace","mk-8-taggeco-holo-lens","mk-4-nubian-security-scanner","mk-2-merr-sonn-thermal-detonator","mk-1-carbanti-sensor-array"
"jedi-knight-anakin","11","unknown-gear","mk-3-zaltin-bacta-gel","unknown-gear","mk-3-carbanti-sensor-array","mk-5-chiewab-hypo-syringe","unknown-gear"
"jedi-knight-guardian","1","mk-1-akt-stun-gun","mk-1-nubian-security-scanner","mk-1-blastech-weapon-mod","mk-1-baw-armor-mod","mk-1-neuro-saav-electrobinoculars","mk-1-fabritech-data-pad"
"jedi-knight-guardian","2","mk-1-akt-stun-gun","mk-1-merr-sonn-shield-generator","mk-2-loronar-power-cell","mk-2-cec-fusion-furnace","mk-1-chiewab-hypo-syringe","mk-2-biotech-implant"
"jedi-knight-guardian","3","mk-3-biotech-implant","mk-4-blastech-weapon-mod","mk-4-biotech-implant","mk-1-merr-sonn-thermal-detonator","mk-4-baw-armor-mod","mk-5-blastech-weapon-mod"
"jedi-knight-guardian","4","mk-5-blastech-weapon-mod","mk-6-loronar-power-cell","mk-3-chiewab-hypo-syringe","mk-4-fabritech-data-pad","mk-6-fabritech-data-pad","mk-6-baw-armor-mod"
"jedi-knight-guardian","5","mk-3-chiewab-hypo-syringe","mk-3-chiewab-hypo-syringe","mk-7-fabritech-data-pad","mk-6-taggeco-holo-lens","mk-4-chiewab-hypo-syringe","mk-6-baw-armor-mod"
"jedi-knight-guardian","6","mk-7-fabritech-data-pad","mk-2-merr-sonn-shield-generator","mk-4-sorosuub-keypad","mk-5-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-8-blastech-weapon-mod"
"jedi-knight-guardian","7","mk-3-sienar-holo-projector","mk-7-fabritech-data-pad","mk-5-chiewab-hypo-syringe","mk-3-athakam-medpac","mk-8-taggeco-holo-lens","mk-3-carbanti-sensor-array"
"jedi-knight-guardian","8","mk-3-carbanti-sensor-array","mk-4-arakyd-droid-caller","mk-5-chiewab-hypo-syringe","mk-3-athakam-medpac","mk-3-carbanti-sensor-array","mk-5-akt-stun-gun"
"jedi-knight-guardian","9","mk-7-loronar-power-cell","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-5-arakyd-droid-caller","mk-7-nubian-security-scanner","mk-9-blastech-weapon-mod"
"jedi-knight-guardian","10","mk-4-carbanti-sensor-array","mk-9-neuro-saav-electrobinoculars","mk-10-neuro-saav-electrobinoculars","mk-8-biotech-implant","mk-4-sienar-holo-projector","mk-6-merr-sonn-thermal-detonator"
"jedi-knight-guardian","11","mk-7-merr-sonn-shield-generator","mk-5-athakam-medpac","mk-11-blastech-weapon-mod","mk-10-neuro-saav-electrobinoculars","mk-6-merr-sonn-thermal-detonator","unknown-gear"
"jyn-erso","1","mk-1-taggeco-holo-lens","mk-1-taggeco-holo-lens","mk-1-blastech-weapon-mod","mk-1-nubian-security-scanner","mk-1-loronar-power-cell","mk-1-neuro-saav-electrobinoculars"
"jyn-erso","2","mk-2-neuro-saav-electrobinoculars","mk-2-neuro-saav-electrobinoculars","mk-2-nubian-security-scanner","mk-1-merr-sonn-shield-generator","mk-3-blastech-weapon-mod","mk-1-sienar-holo-projector"
"jyn-erso","3","mk-2-merr-sonn-thermal-detonator","mk-2-merr-sonn-thermal-detonator","mk-3-cec-fusion-furnace","mk-3-arakyd-droid-caller","mk-5-neuro-saav-electrobinoculars","mk-4-blastech-weapon-mod"
"jyn-erso","4","mk-2-athakam-medpac","mk-2-sienar-holo-projector","mk-2-merr-sonn-thermal-detonator","mk-5-biotech-implant","mk-4-baw-armor-mod","mk-3-blastech-weapon-mod"
"jyn-erso","5","mk-4-chiewab-hypo-syringe","mk-1-carbanti-sensor-array","mk-4-fabritech-data-pad","mk-4-loronar-power-cell","mk-2-merr-sonn-thermal-detonator","mk-3-biotech-implant"
"jyn-erso","6","mk-4-cec-fusion-furnace","mk-4-sorosuub-keypad","mk-1-zaltin-bacta-gel","mk-2-athakam-medpac","mk-1-athakam-medpac","mk-5-baw-armor-mod"
"jyn-erso","7","mk-3-carbanti-sensor-array","mk-2-zaltin-bacta-gel","mk-6-chiewab-hypo-syringe","mk-8-fabritech-data-pad","mk-7-taggeco-holo-lens","mk-3-sienar-holo-projector"
"jyn-erso","8","mk-3-sienar-holo-projector","mk-5-cec-fusion-furnace","mk-5-akt-stun-gun","mk-3-czerka-stun-cuffs","mk-2-zaltin-bacta-gel","mk-6-neuro-saav-electrobinoculars"
"jyn-erso","9","mk-6-nubian-design-tech","mk-5-arakyd-droid-caller","mk-2-zaltin-bacta-gel","mk-4-sorosuub-keypad","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller"
"jyn-erso","10","mk-4-sienar-holo-projector","mk-5-merr-sonn-thermal-detonator","mk-5-akt-stun-gun","mk-9-blastech-weapon-mod","mk-9-fabritech-data-pad","mk-3-sienar-holo-projector"
"jyn-erso","11","mk-4-sienar-holo-projector","mk-3-zaltin-bacta-gel","unknown-gear","mk-8-biotech-implant","unknown-gear","unknown-gear"
"k-2so","1","mk-1-blastech-weapon-mod","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-akt-stun-gun","mk-1-fabritech-data-pad","mk-1-neuro-saav-electrobinoculars"
"k-2so","2","mk-1-sienar-holo-projector","mk-1-sienar-holo-projector","mk-3-baw-armor-mod","mk-1-chiewab-hypo-syringe","mk-1-merr-sonn-shield-generator","mk-2-loronar-power-cell"
"k-2so","3","mk-4-fabritech-data-pad","mk-5-blastech-weapon-mod","mk-2-merr-sonn-thermal-detonator","mk-4-blastech-weapon-mod","mk-3-neuro-saav-electrobinoculars","mk-3-fabritech-data-pad"
"k-2so","4","mk-5-taggeco-holo-lens","mk-3-chiewab-hypo-syringe","mk-5-neuro-saav-electrobinoculars","mk-5-blastech-weapon-mod","mk-4-baw-armor-mod","mk-3-fabritech-data-pad"
"k-2so","5","mk-1-zaltin-bacta-gel","mk-6-taggeco-holo-lens","mk-2-athakam-medpac","mk-2-merr-sonn-shield-generator","mk-5-neuro-saav-electrobinoculars","mk-1-athakam-medpac"
"k-2so","6","mk-4-arakyd-droid-caller","mk-7-fabritech-data-pad","mk-2-czerka-stun-cuffs","mk-2-athakam-medpac","mk-2-sienar-holo-projector","mk-4-fabritech-data-pad"
"k-2so","7","mk-8-taggeco-holo-lens","mk-7-neuro-saav-electrobinoculars","mk-4-cec-fusion-furnace","mk-7-loronar-power-cell","mk-1-zaltin-bacta-gel","mk-3-chiewab-hypo-syringe"
"k-2so","8","mk-5-arakyd-droid-caller","mk-3-czerka-stun-cuffs","mk-3-carbanti-sensor-array","mk-6-merr-sonn-shield-generator","mk-3-sienar-holo-projector","mk-3-chiewab-hypo-syringe"
"k-2so","9","mk-5-merr-sonn-thermal-detonator","mk-5-arakyd-droid-caller","mk-5-akt-stun-gun","mk-3-czerka-stun-cuffs","mk-3-carbanti-sensor-array","mk-4-sorosuub-keypad"
"k-2so","10","mk-3-zaltin-bacta-gel","mk-4-sienar-holo-projector","mk-8-biotech-implant","mk-5-akt-stun-gun","mk-10-taggeco-holo-lens","mk-9-neuro-saav-electrobinoculars"
"k-2so","11","unknown-gear","unknown-gear","mk-6-merr-sonn-thermal-detonator","mk-11-blastech-weapon-mod","unknown-gear","mk-9-neuro-saav-electrobinoculars"
"kanan-jarrus","1","mk-1-nubian-security-scanner","mk-1-akt-stun-gun","mk-1-fabritech-data-pad","mk-1-arakyd-droid-caller","mk-1-blastech-weapon-mod","mk-1-neuro-saav-electrobinoculars"
"kanan-jarrus","2","mk-1-sienar-holo-projector","mk-2-sorosuub-keypad","mk-2-cec-fusion-furnace","mk-2-taggeco-holo-lens","mk-1-chiewab-hypo-syringe","mk-3-baw-armor-mod"
"kanan-jarrus","3","mk-6-loronar-power-cell","mk-4-fabritech-data-pad","mk-3-arakyd-droid-caller","mk-4-baw-armor-mod","mk-2-chiewab-hypo-syringe","mk-4-neuro-saav-electrobinoculars"
"kanan-jarrus","4","mk-2-athakam-medpac","mk-5-taggeco-holo-lens","mk-3-chiewab-hypo-syringe","mk-2-merr-sonn-shield-generator","mk-3-biotech-implant","mk-1-sienar-holo-projector"
"kanan-jarrus","5","mk-4-merr-sonn-thermal-detonator","mk-7-fabritech-data-pad","mk-2-athakam-medpac","mk-4-fabritech-data-pad","mk-5-biotech-implant","mk-3-biotech-implant"
"kanan-jarrus","6","mk-8-blastech-weapon-mod","mk-5-nubian-security-scanner","mk-4-sorosuub-keypad","mk-4-merr-sonn-thermal-detonator","mk-5-baw-armor-mod","mk-5-fabritech-data-pad"
"kanan-jarrus","7","mk-3-carbanti-sensor-array","mk-7-taggeco-holo-lens","mk-8-taggeco-holo-lens","mk-5-nubian-security-scanner","mk-5-sorosuub-keypad","mk-4-baw-armor-mod"
"kanan-jarrus","8","mk-5-cec-fusion-furnace","mk-5-akt-stun-gun","mk-5-akt-stun-gun","mk-3-carbanti-sensor-array","mk-6-chiewab-hypo-syringe","mk-4-fabritech-data-pad"
"kanan-jarrus","9","mk-6-nubian-design-tech","mk-9-blastech-weapon-mod","mk-7-nubian-security-scanner","mk-3-carbanti-sensor-array","mk-3-czerka-stun-cuffs","mk-8-taggeco-holo-lens"
"kanan-jarrus","10","mk-3-zaltin-bacta-gel","mk-5-merr-sonn-thermal-detonator","mk-5-akt-stun-gun","mk-8-biotech-implant","mk-10-taggeco-holo-lens","mk-10-blastech-weapon-mod"
"kanan-jarrus","11","mk-3-zaltin-bacta-gel","mk-11-blastech-weapon-mod","unknown-gear","unknown-gear","unknown-gear","mk-10-blastech-weapon-mod"
"kit-fisto","1","mk-1-neuro-saav-electrobinoculars","mk-1-cec-fusion-furnace","mk-1-cec-fusion-furnace","mk-1-nubian-security-scanner","mk-1-blastech-weapon-mod","mk-1-nubian-security-scanner"
"kit-fisto","2","mk-1-chiewab-hypo-syringe","mk-2-taggeco-holo-lens","mk-1-nubian-security-scanner","mk-1-sienar-holo-projector","mk-1-chiewab-hypo-syringe","mk-2-neuro-saav-electrobinoculars"
"kit-fisto","3","mk-4-biotech-implant","mk-3-fabritech-data-pad","mk-2-akt-stun-gun","mk-3-blastech-weapon-mod","mk-3-biotech-implant","mk-5-baw-armor-mod"
"kit-fisto","4","mk-2-athakam-medpac","mk-4-nubian-design-tech","mk-1-chedak-comlink","mk-1-merr-sonn-thermal-detonator","mk-4-baw-armor-mod","mk-2-merr-sonn-thermal-detonator"
"kit-fisto","5","mk-4-merr-sonn-thermal-detonator","mk-5-taggeco-holo-lens","mk-4-fabritech-data-pad","mk-5-blastech-weapon-mod","mk-5-biotech-implant","mk-2-chiewab-hypo-syringe"
